#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NC_011916.1",1084761,1085081,"-",7333135,"fliO","CCNA_01003","YP_002516376.1",106,"flagellar biosynthesis protein FliO"
"chromosome","NC_011916.1",1085196,1085639,"+",7333136,"flgB","CCNA_01004","YP_002516377.1",147,"flagellar basal-body rod protein FlgB"
"chromosome","NC_011916.1",1085652,1086071,"+",7333137,"flgC","CCNA_01005","YP_002516378.1",139,"flagellar basal-body rod protein flgC"
"chromosome","NC_011916.1",1086082,1086393,"+",7333138,"fliE","CCNA_01006","YP_002516379.1",103,"flagellar hook-basal body complex protein FliE"
"chromosome","NC_011916.1",1086496,1086663,"-",7333139,,"CCNA_01007","YP_002516380.2",55,"hypothetical protein CCNA_01007"
"chromosome","NC_011916.1",1086800,1088464,"-",7333140,,"CCNA_01008","YP_002516381.1",554,"urocanate hydratase"
"chromosome","NC_011916.1",1088589,1089404,"-",7329675,,"CCNA_01009","YP_002516382.1",271,"N-formylglutamate deformylase"
"chromosome","NC_011916.1",1089523,1091064,"-",7329758,,"CCNA_01010","YP_002516383.1",513,"histidine ammonia-lyase"
"chromosome","NC_011916.1",1091049,1092254,"-",7329759,,"CCNA_01011","YP_002516384.1",401,"imidazolonepropionase"
"chromosome","NC_011916.1",1092339,1093718,"+",7329760,,"CCNA_01012","YP_002516385.4",459,"N-formimino-L-glutamate deiminase"
"chromosome","NC_011916.1",1093715,1094422,"+",7329761,,"CCNA_01013","YP_002516386.1",235,"histidine utilization repressor"
"chromosome","NC_011916.1",1094791,1095267,"-",7329763,,"CCNA_01014","YP_002516387.2",158,"cysteinyl-tRNA(Pro) deacylase"
"chromosome","NC_011916.1",1095313,1096998,"+",7329764,,"CCNA_01015","YP_002516388.3",561,"multicopper oxidase PcoA"
"chromosome","NC_011916.1",1096995,1097903,"+",7329765,,"CCNA_01016","YP_002516389.1",302,"copper resistance protein B"
"chromosome","NC_011916.1",1098179,1099771,"+",7329766,,"CCNA_01017","YP_002516390.1",530,"acyl-CoA synthetase"
"chromosome","NC_011916.1",1099898,1100821,"-",7329767,,"CCNA_01018","YP_002516391.1",307,"D-galactose 1-dehydrogenase"
"chromosome","NC_011916.1",1100992,1103268,"-",7329768,,"CCNA_01019","YP_002516392.1",758,"beta-glucosidase"
"chromosome","NC_011916.1",1103332,1104375,"-",7329769,,"CCNA_01020","YP_002516393.1",347,"LacI-family transcriptional regulator"
"chromosome","NC_011916.1",1105026,1108139,"+",7329770,,"CCNA_01021","YP_002516394.2",1037,"TonB-dependent receptor"
"chromosome","NC_011916.1",1108366,1109898,"+",7329771,,"CCNA_01022","YP_002516395.1",510,"tryptophan halogenase superfamily protein"
"chromosome","NC_011916.1",1109908,1111458,"+",7329772,,"CCNA_01023","YP_002516396.1",516,"tryptophan halogenase superfamily protein"
"chromosome","NC_011916.1",1111617,1112111,"-",7329773,,"CCNA_01024","YP_002516397.1",164,"hypothetical protein CCNA_01024"
"chromosome","NC_011916.1",1112124,1112747,"-",7329774,,"CCNA_01025","YP_002516398.1",207,"hypothetical protein CCNA_01025"
"chromosome","NC_011916.1",1112731,1113450,"-",7329775,,"CCNA_01026","YP_002516399.1",239,"hypothetical protein CCNA_01026"
"chromosome","NC_011916.1",1113648,1114013,"-",7329776,,"CCNA_01027","YP_002516400.1",121,"acetyltransferase"
"chromosome","NC_011916.1",1114031,1115644,"+",7329777,,"CCNA_01028","YP_002516401.2",537,"M17 family aminopeptidase"
"chromosome","NC_011916.1",1115733,1118816,"-",7329778,,"CCNA_01029","YP_002516402.1",1027,"alpha-L-rhamnosidase"
"chromosome","NC_011916.1",1118884,1119501,"-",7329779,,"CCNA_01030","YP_002516403.1",205,"peptidyl-prolyl cis-trans isomerase"
"chromosome","NC_011916.1",1119701,1121353,"+",7329780,,"CCNA_01031","YP_002516404.2",550,"transporter, major facilitator superfamily"
"chromosome","NC_011916.1",1121440,1122033,"+",7329781,,"CCNA_01032","YP_002516405.2",197,"RNA polymerase ECF-type sigma factor"
"chromosome","NC_011916.1",1121997,1122992,"+",7329782,,"CCNA_01033","YP_002516406.1",331,"FecR family protein"
"chromosome","NC_011916.1",1123256,1126540,"+",7329783,,"CCNA_01034","YP_002516407.2",1094,"TonB-dependent outer membrane receptor"
"chromosome","NC_011916.1",1126541,1128433,"+",7329784,,"CCNA_01035","YP_002516408.1",630,"gamma-glutamyltranspeptidase"
"chromosome","NC_011916.1",1129199,1132048,"-",7329785,,"CCNA_01036","YP_002516409.1",949,"M14 peptidase-family protein"
"chromosome","NC_011916.1",1132130,1132891,"-",7329786,,"CCNA_01037","YP_002516410.2",253,"GntR-family transcriptional regulator"
"chromosome","NC_011916.1",1132998,1133387,"-",7329787,,"CCNA_01038","YP_002516411.2",129,"glyoxalase family protein"
"chromosome","NC_011916.1",1133616,1134932,"+",7329788,,"CCNA_01039","YP_002516412.1",438,"putative hexuronate transporter, major facilitator superfamily"
"chromosome","NC_011916.1",1134929,1136569,"+",7329789,,"CCNA_01040","YP_002516413.1",546,"beta-xylosidase/alpha-L-arabinofuranosidase"
"chromosome","NC_011916.1",1136570,1136704,"-",7329790,,"CCNA_01041","YP_002516414.1",44,"hypothetical protein CCNA_01041"
"chromosome","NC_011916.1",1137267,1139762,"-",7329791,,"CCNA_01042","YP_002516415.1",831,"TonB-dependent receptor"
"chromosome","NC_011916.1",1139759,1139944,"-",7329792,,"CCNA_01043","YP_002516416.2",61,"hypothetical protein CCNA_01043"
"chromosome","NC_011916.1",1140124,1140756,"+",7329793,,"CCNA_01044","YP_002516417.1",210,"AcrR-family transcriptional regulator"
"chromosome","NC_011916.1",1140749,1141093,"-",7329794,,"CCNA_01045","YP_002516418.1",114,"conserved hypothetical cytosolic protein"
"chromosome","NC_011916.1",1141093,1141746,"-",7329795,,"CCNA_01046","YP_002516419.1",217,"peptide methionine sulfoxide reductase msrA"
"chromosome","NC_011916.1",1142237,1144948,"+",7329797,,"CCNA_01047","YP_002516420.1",903,"TonB-dependent receptor"
"chromosome","NC_011916.1",1145106,1145369,"+",7329798,,"CCNA_01048","YP_002516421.1",87,"hypothetical protein CCNA_01048"
"chromosome","NC_011916.1",1145454,1145606,"+",18668852,,"CCNA_03945","YP_009020517.1",50,"hypothetical protein CCNA_03945"
"chromosome","NC_011916.1",1145672,1146154,"+",7329799,,"CCNA_01049","YP_002516422.1",160,"hypothetical protein CCNA_01049"
"chromosome","NC_011916.1",1146283,1147911,"+",7329800,,"CCNA_01050","YP_002516423.1",542,"ABC transporter ATP-binding protein"
"chromosome","NC_011916.1",1148357,1151464,"+",7329801,,"CCNA_01051","YP_002516424.1",1035,"TonB-dependent receptor"
"chromosome","NC_011916.1",1151554,1152276,"+",7329802,,"CCNA_01052","YP_002516425.1",240,"SapC family protein"
"chromosome","NC_011916.1",1152201,1153307,"+",7329803,,"CCNA_01053","YP_002516426.1",368,"acetyltransferase"
"chromosome","NC_011916.1",1153331,1154830,"+",7329804,,"CCNA_01054","YP_002516427.1",499,"tryptophan halogenase"
"chromosome","NC_011916.1",1154844,1156148,"-",7329805,,"CCNA_01055","YP_002516428.1",434,"GT1 family glyscosyl transferase"
"chromosome","NC_011916.1",1156159,1157466,"-",7329806,,"CCNA_01056","YP_002516429.2",435,"methyltransferase"
"chromosome","NC_011916.1",1157551,1159047,"-",7329807,,"CCNA_01057","YP_002516430.1",498,"hypothetical protein CCNA_01057"
"chromosome","NC_011916.1",1159130,1159429,"-",7329808,,"CCNA_01058","YP_002516431.1",99,"helix-turn-helix transcriptional regulator"
"chromosome","NC_011916.1",1159693,1162773,"+",7329809,"rsaA","CCNA_01059","YP_002516432.2",1026,"S-layer protein rsaA"
"chromosome","NC_011916.1",1163016,1164752,"+",7329810,"rsaD","CCNA_01060","YP_002516433.1",578,"type I protein secretion ATP-binding protein RsaD"
"chromosome","NC_011916.1",1164820,1166130,"+",7329811,"rsaE","CCNA_01061","YP_002516434.1",436,"type I secretion adaptor protein RsaE"
"chromosome","NC_011916.1",1166270,1167247,"+",7329812,,"CCNA_01062","YP_002516435.1",325,"GDP-mannose 4,6 dehydratase"
"chromosome","NC_011916.1",1167247,1167894,"+",7329813,"perB","CCNA_01063","YP_002516436.1",215,"UDP-perosamine 4-acetyl transferase PerB"
"chromosome","NC_011916.1",1167891,1169006,"+",7329814,"perA","CCNA_01064","YP_002516437.1",371,"perosamine synthetase PerA"
"chromosome","NC_011916.1",1169010,1170047,"+",7329815,,"CCNA_01065","YP_002516438.1",345,"glycosyltransferase"
"chromosome","NC_011916.1",1170058,1171095,"+",7329816,,"CCNA_01066","YP_002516439.1",345,"glycosyltransferase"
"chromosome","NC_011916.1",1171152,1172735,"+",7329817,"rsaFa","CCNA_01067","YP_002516440.1",527,"type I secretion outer membrane protein RsaFa"
"chromosome","NC_011916.1",1172841,1174130,"-",7329818,,"CCNA_01068","YP_002516441.4",429,"glycosyltransferase"
"chromosome","NC_011916.1",1174284,1175819,"+",7329819,,"CCNA_01069","YP_002516442.2",511,"methyltransferase"
"chromosome","NC_011916.1",1176508,1177257,"-",7329821,,"CCNA_01070","YP_002516443.1",249,"hypothetical protein CCNA_01070"
"chromosome","NC_011916.1",1177299,1178732,"-",7329822,,"CCNA_01071","YP_002516444.1",477,"alpha-ketoglutarate permease"
"chromosome","NC_011916.1",1178906,1179061,"-",7329823,,"CCNA_01072","YP_002516445.1",51,"hypothetical protein CCNA_01072"
"chromosome","NC_011916.1",1179165,1179557,"-",7329824,,"CCNA_01073","YP_002516446.1",130,"zinc-finger protein"
"chromosome","NC_011916.1",1179617,1179754,"-",7329825,,"CCNA_01074","YP_002516447.1",45,"entericidin B-like protein"
"chromosome","NC_011916.1",1179849,1180265,"-",7329826,,"CCNA_01075","YP_002516448.1",138,"beta/gamma crystallin family protein"
"chromosome","NC_011916.1",1180276,1180887,"-",7329827,,"CCNA_01076","YP_002516449.1",203,"beta/gamma crystallin family protein"
"chromosome","NC_011916.1",1180973,1183075,"-",7329828,,"CCNA_01077","YP_002516450.1",700,"penicillin acylase"
"chromosome","NC_011916.1",1183239,1183991,"+",7329829,,"CCNA_01078","YP_002516451.2",250,"methyltransferase"
"chromosome","NC_011916.1",1184014,1184190,"-",7329830,,"CCNA_01079","YP_002516452.1",58,"hypothetical protein CCNA_01079"
"chromosome","NC_011916.1",1184254,1184817,"+",7329831,,"CCNA_01080","YP_002516453.1",187,"hypothetical protein CCNA_01080"
"chromosome","NC_011916.1",1184863,1185642,"+",7329832,,"CCNA_01081","YP_002516454.1",259,"hypothetical protein CCNA_01081"
"chromosome","NC_011916.1",1185664,1186698,"-",7329833,,"CCNA_01082","YP_002516455.1",344,"hypothetical protein CCNA_01082"
"chromosome","NC_011916.1",1186885,1188876,"+",7329834,,"CCNA_01083","YP_002516456.1",663,"HATPase superfamily protein"
"chromosome","NC_011916.1",1188873,1190108,"+",7329835,,"CCNA_01084","YP_002516457.1",411,"hypothetical protein CCNA_01084"
"chromosome","NC_011916.1",1190105,1191112,"-",7329836,,"CCNA_01085","YP_002516458.1",335,"DNA-cytosine methyltransferase"
"chromosome","NC_011916.1",1191305,1193113,"-",7329837,"lepA","CCNA_01086","YP_002516459.1",602,"GTP-binding protein lepA"
"chromosome","NC_011916.1",1193276,1193992,"+",7329838,"eipA","CCNA_01087","YP_002516460.4",238,"cell envelope integrity protein EipA"
"chromosome","NC_011916.1",1194028,1194555,"-",7332424,,"CCNA_01088","YP_002516461.1",175,"conserved hypothetical membrane protein"
"chromosome","NC_011916.1",1194604,1196295,"-",7331458,,"CCNA_01089","YP_002516462.1",563,"conserved hypothetical protein"
"chromosome","NC_011916.1",1196289,1197659,"-",7331459,,"CCNA_01090","YP_002516463.1",456,"conserved hypothetical protein"
"chromosome","NC_011916.1",1197735,1198325,"-",7331460,,"CCNA_01091","YP_002516464.1",196,"peptide methionine sulfoxide reductase"
"chromosome","NC_011916.1",1198379,1198681,"-",7331461,,"CCNA_01092","YP_002516465.3",100,"ACT domain protein"
"chromosome","NC_011916.1",1198666,1198962,"-",7331462,,"CCNA_01093","YP_002516466.1",98,"hypothetical protein CCNA_01093"
"chromosome","NC_011916.1",1199089,1199238,"-",7331463,,"CCNA_01094","YP_002516467.2",49,"hypothetical protein CCNA_01094"
"chromosome","NC_011916.1",1199533,1201932,"-",7331464,,"CCNA_01095","YP_002516468.1",799,"phenylalanyl-tRNA synthetase beta chain"
"chromosome","NC_011916.1",1202090,1203163,"-",7331465,,"CCNA_01096","YP_002516469.1",357,"phenylalanyl-tRNA synthetase alpha chain"
"chromosome","NC_011916.1",1203412,1203768,"-",7331466,,"CCNA_01097","YP_002516470.1",118,"LSU ribosomal protein L20P"
"chromosome","NC_011916.1",1203784,1203984,"-",7331467,,"CCNA_01098","YP_002516471.1",66,"LSU ribosomal protein L35P"
"chromosome","NC_011916.1",1204106,1205296,"-",7331468,,"CCNA_01099","YP_002516472.1",396,"tetracycline resistance protein"
"chromosome","NC_011916.1",1205363,1207291,"-",7331469,,"CCNA_01100","YP_002516473.1",642,"acylamino-acid-releasing enzyme"
"chromosome","NC_011916.1",1207424,1207945,"-",7331470,,"CCNA_01101","YP_002516474.1",173,"translation initiation factor 3 (IF-3)"
"chromosome","NC_011916.1",1208217,1208816,"+",7331471,,"CCNA_01102","YP_002516475.1",199,"conserved hypothetical membrane protein"
"chromosome","NC_011916.1",1208972,1209943,"-",7331472,,"CCNA_01103","YP_002516476.1",323,"ADP-heptose--LPS heptosyltransferase"
"chromosome","NC_011916.1",1209940,1211112,"-",7331473,,"CCNA_01104","YP_002516477.1",390,"glycosyltransferase"
"chromosome","NC_011916.1",1211168,1212040,"+",7331474,,"CCNA_01105","YP_002516478.1",290,"alpha/beta hydrolase family protein"
"chromosome","NC_011916.1",1212099,1212368,"+",7331475,"parD2","CCNA_01106","YP_002516479.1",89,"antitoxin protein parD2"
"chromosome","NC_011916.1",1212372,1212590,"+",7331476,"parE2","CCNA_01107","YP_002516480.1",72,"toxin protein parE2"
"chromosome","NC_011916.1",1212651,1213511,"-",7331477,,"CCNA_01108","YP_002516481.1",286,"nucleoside-diphosphate-sugar epimerase"
"chromosome","NC_011916.1",1213981,1215771,"+",7331480,,"CCNA_01109","YP_002516482.1",596,"conserved hypothetical cytosolic protein"
"chromosome","NC_011916.1",1215774,1216700,"+",7331481,,"CCNA_01110","YP_002516483.1",308,"2-dehydro-3-deoxygluconokinase"
"chromosome","NC_011916.1",1217028,1217396,"+",7331482,"hdaB","CCNA_01111","YP_002516484.1",122,"DnaA-related protein HdaB"
"chromosome","NC_011916.1",1217396,1218130,"+",7331483,,"CCNA_01112","YP_002516485.1",244,"hypothetical protein CCNA_01112"
"chromosome","NC_011916.1",1218139,1219086,"-",7331484,,"CCNA_01113","YP_002516486.1",315,"rhodanese-related sulfurtransferase"
"chromosome","NC_011916.1",1219079,1219504,"-",7331485,"sufE","CCNA_01114","YP_002516487.1",141,"cysteine desulfurase subunit SufE"
"chromosome","NC_011916.1",1219547,1220338,"-",7331486,"cckN","CCNA_01115","YP_002516488.1",263,"two component sensor histidine kinase CckN"
"chromosome","NC_011916.1",1220535,1222292,"+",7331487,"divJ","CCNA_01116","YP_002516489.2",585,"histidine protein kinase DivJ"
"chromosome","NC_011916.1",1222305,1223195,"-",7331488,"fssA","CCNA_01117","YP_002516490.1",296,"flagellar motility protein FssA"
"chromosome","NC_011916.1",1223264,1223593,"+",7331489,,"CCNA_01118","YP_002516491.1",109,"hypothetical protein CCNA_01118"
"chromosome","NC_011916.1",1223722,1224102,"+",7331490,,"CCNA_01119","YP_002516492.1",126,"hypothetical protein CCNA_01119"
"chromosome","NC_011916.1",1224190,1224321,"-",7331491,,"CCNA_01120","YP_002516493.2",43,"hypothetical protein CCNA_01120"
"chromosome","NC_011916.1",1224493,1226007,"+",7331492,,"CCNA_01121","YP_002516494.1",504,"MA superfamily peptidase"
"chromosome","NC_011916.1",1226141,1227676,"+",7331493,,"CCNA_01122","YP_002516495.1",511,"MA superfamily peptidase"
"chromosome","NC_011916.1",1227687,1229291,"+",7331494,"prfC","CCNA_01123","YP_002516496.1",534,"peptide chain release factor RF-3"
"chromosome","NC_011916.1",1229340,1230383,"-",7331495,,"CCNA_01124","YP_002516497.1",347,"histidinol-phosphate aminotransferase"
"chromosome","NC_011916.1",1230748,1231227,"-",7331496,,"CCNA_01125","YP_002516498.1",159,"Ribonuclease H-like superfamily"
"chromosome","NC_011916.1",1231609,1232988,"+",17829425,,"CCNA_03890","YP_008877605.1",459,"hypothetical protein CCNA_03890"
"chromosome","NC_011916.1",1233054,1233356,"+",7331499,,"CCNA_01128","YP_002516501.1",100,"hypothetical protein CCNA_01128"
"chromosome","NC_011916.1",1233504,1233770,"+",7331500,"fliQ","CCNA_01129","YP_002516502.1",88,"flagellar biosynthesis protein FliQ"
"chromosome","NC_011916.1",1233785,1234540,"+",7331501,"fliR","CCNA_01130","YP_002516503.1",251,"flagellar biosynthesis protein FliR"
"chromosome","NC_011916.1",1234550,1235635,"+",7331502,"flhB","CCNA_01131","YP_002516504.1",361,"flagellar biosynthesis protein FlhB"
"chromosome","NC_011916.1",1235738,1237813,"+",7331503,"cckA","CCNA_01132","YP_002516505.1",691,"sensory transduction histidine kinase/receiver protein CckA"
"chromosome","NC_011916.1",1237868,1238398,"-",7331504,,"CCNA_01133","YP_002516506.1",176,"hypothetical protein CCNA_01133"
"chromosome","NC_011916.1",1238520,1238933,"-",7331505,,"CCNA_01134","YP_002516507.1",137,"LuxR-family transcriptional regulator"
"chromosome","NC_011916.1",1238972,1239289,"-",7331506,,"CCNA_01135","YP_002516508.2",105,"hypothetical protein CCNA_01135"
"chromosome","NC_011916.1",1239400,1240290,"-",7331507,,"CCNA_01136","YP_002516509.1",296,"hypothetical protein CCNA_01136"
"chromosome","NC_011916.1",1240347,1240868,"-",7331508,,"CCNA_01137","YP_002516510.1",173,"ribosomal-protein-alanine acetyltransferase"
"chromosome","NC_011916.1",1240937,1241314,"+",7331509,,"CCNA_01138","YP_002516511.1",125,"nuclear transport factor 2 family protein"
"chromosome","NC_011916.1",1241418,1243241,"+",7331510,,"CCNA_01139","YP_002516512.1",607,"conserved hypothetical cytosolic protein"
"chromosome","NC_011916.1",1243292,1244899,"-",7331511,,"CCNA_01140","YP_002516513.2",535,"PAS-containing EAL phosphodiesterase"
"chromosome","NC_011916.1",1245163,1246233,"+",7331512,"recA","CCNA_01141","YP_002516514.1",356,"RecA protein"
"chromosome","NC_011916.1",1246920,1247396,"+",7331513,,"CCNA_01142","YP_002516515.1",158,"hypothetical protein CCNA_01142"
"chromosome","NC_011916.1",1247757,1248239,"-",7331514,,"CCNA_01143","YP_002516516.1",160,"endoribonuclease L-PSP"
"chromosome","NC_011916.1",1248269,1248661,"-",7331515,,"CCNA_01144","YP_002516517.1",130,"cytochrome c oxidase polypeptide II"
"chromosome","NC_011916.1",1248684,1250288,"-",7331516,,"CCNA_01145","YP_002516518.1",534,"monoamine oxidase"
"chromosome","NC_011916.1",1250554,1251102,"+",7331518,,"CCNA_01147","YP_002516520.1",182,"acetyltransferase"
"chromosome","NC_011916.1",1251192,1251368,"+",7331519,,"CCNA_01148","YP_002516521.1",58,"hypothetical protein CCNA_01148"
"chromosome","NC_011916.1",1251371,1254007,"-",7331520,,"CCNA_01149","YP_002516522.1",878,"TonB-dependent outer membrane receptor"
"chromosome","NC_011916.1",1254289,1254639,"-",17829426,,"CCNA_03891","YP_008877606.1",116,"hypothetical protein CCNA_03891"
"chromosome","NC_011916.1",1254720,1255703,"+",7331522,,"CCNA_01151","YP_002516524.1",327,"DeoR-family transcriptional regulator"
"chromosome","NC_011916.1",1255714,1256535,"+",7331523,,"CCNA_01152","YP_002516525.1",273,"external DNA uptake/catabolism protein"
"chromosome","NC_011916.1",1256537,1257817,"+",7331524,,"CCNA_01153","YP_002516526.1",426,"chromate transport protein"
"chromosome","NC_011916.1",1257902,1258591,"+",7331525,,"CCNA_01154","YP_002516527.2",229,"hypothetical protein CCNA_01154"
"chromosome","NC_011916.1",1258877,1261810,"+",7331526,,"CCNA_01155","YP_002516528.2",977,"TonB-dependent outer membrane receptor"
